,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,MONTHLY_AVG_PURCHASE,MONTHLY_AVG_CASH_ADVANCE,PURCHASE_TO_LIMIT_RATIO,CASH_ADVANCE_TO_LIMIT_RATIO,BALANCE_TO_LIMIT_RATIO,KMeans_Cluster,Hierarchical_Cluster,Cluster,Cluster_Label
47,3910.111237,1.0,0.0,0.0,0.0,1980.873201,0.0,0.0,0.0,0.5,7,0,4200.0,0.0,312.343947,0.0,12,0.0,165.07276675,0.0,0.4715242087598191,0.9307572570816472,3,2,3,High Value Customers
48,229.867179,1.0,2390.6,1402.93,987.67,0.0,1.0,0.666667,1.0,0.0,0,87,3300.0,2543.953559,175.657825,0.916667,12,199.21666666666667,0.0,0.7242047864283551,0.0,0.06963561920630112,0,1,0,Inactive Users
49,863.809833,1.0,507.5,507.5,0.0,695.097159,0.166667,0.166667,0.0,0.083333,2,3,4000.0,587.866451,286.448719,0.083333,12,42.291666666666664,57.924763250000005,0.12684328917770557,0.17373085703574107,0.21589848362909272,1,0,1,Active Purchasers
50,4931.331857,1.0,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37,9,12000.0,8113.297346,1012.415961,0.0,8,112.6775,1066.33107675,0.07511207399383385,0.7108281488209316,0.41091007891009085,3,2,3,High Value Customers
51,1078.888565,1.0,3107.85,2221.74,886.11,0.0,0.666667,0.583333,0.5,0.0,0,18,2500.0,1399.82834,1322.446601,0.0,12,258.9875,0.0,1.242642942822871,0.0,0.43138287285085963,0,1,0,Inactive Users
52,1565.681099,1.0,0.0,0.0,0.0,321.359135,0.0,0.0,0.0,0.25,3,0,3500.0,691.825279,581.481917,0.0,12,0.0,26.779927916666665,0.0,0.0917906698086261,0.44720968266209654,1,0,1,Active Purchasers
53,464.674156,0.888889,1979.22,1979.22,0.0,1981.265503,0.666667,0.666667,0.0,0.111111,1,11,3000.0,3110.052742,132.446091,0.2,9,219.91333333333333,220.14061144444446,0.6595201599466844,0.6602017670776408,0.15483977207597466,0,0,0,Inactive Users
54,6.660517,0.636364,310.0,0.0,310.0,0.0,0.666667,0.0,0.666667,0.0,0,8,1000.0,417.016763,312.343947,0.0,12,25.833333333333332,0.0,0.3096903096903097,0.0,0.006653863136863137,1,0,1,Active Purchasers
55,1311.995984,1.0,1283.9,1283.9,0.0,0.0,0.25,0.25,0.0,0.0,0,6,6000.0,0.0,312.343947,0.0,12,106.99166666666667,0.0,0.21394767538743545,0.0,0.21862955907348774,1,0,1,Active Purchasers
56,3625.218146,1.0,313.27,313.27,0.0,668.468743,0.25,0.25,0.0,0.416667,5,4,4000.0,0.0,312.343947,0.0,12,26.105833333333333,55.70572858333333,0.07829792551862035,0.16707541689577607,0.9060780169957511,1,0,1,Active Purchasers
57,2386.330629,1.0,5217.62,4789.09,428.53,0.0,0.916667,0.916667,0.5,0.0,0,42,7500.0,5678.729613,1311.514878,0.083333,12,434.8016666666667,0.0,0.6955899213438208,0.0,0.3181349992001067,0,1,0,Inactive Users
58,3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3,0,4000.0,764.938728,1600.212243,0.0,11,0.0,20.41595609090909,0.0,0.05612984678830292,0.9925365571107223,1,2,1,Active Purchasers
59,4942.9272155,1.0,229.0,0.0,229.0,970.591332,0.416667,0.0,0.333333,0.333333,4,6,6000.0,2110.557023,1895.02617,0.0,12,19.083333333333332,80.882611,0.03816030661556407,0.16173826562239627,0.8236839219296783,3,2,3,High Value Customers
60,1879.114033,0.727273,113.0,113.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,6500.0,3509.686561,548.105836,0.0,12,9.416666666666666,0.0,0.01738194123980926,0.0,0.2890499973850177,1,0,1,Active Purchasers
61,1555.793701,1.0,66.2,66.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,338.083661,837.215674,0.0,12,5.516666666666667,0.0,0.04134915677701437,0.0,0.9717637108057464,1,0,1,Active Purchasers
62,809.582978,0.909091,0.0,0.0,0.0,3819.672466,0.0,0.0,0.0,0.545455,7,0,4150.0,4372.148648,241.645387,0.090909,11,0.0,347.24295145454545,0.0,0.9201812734280896,0.1950332397012768,3,2,3,High Value Customers
63,7.152356,0.090909,840.0,840.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,1600.0,0.0,312.343947,0.0,12,70.0,0.0,0.5246720799500312,0.0,0.004467430356027483,1,0,1,Active Purchasers
64,1923.886805,1.0,1887.64,0.0,1887.64,1605.949371,1.0,0.0,1.0,0.083333,4,61,1850.0,3688.045998,3266.996777,0.083333,12,157.30333333333334,133.82911425,1.0197947055645598,0.8676117617504051,1.0393769881145327,0,0,0,Inactive Users
65,1758.059987,1.0,412.33,325.21,87.12,0.0,0.583333,0.333333,0.166667,0.0,0,11,1800.0,777.451648,897.905444,0.0,12,34.36083333333333,0.0,0.22894503053858967,0.0,0.9761576829539146,1,0,1,Active Purchasers
66,809.847455,0.875,0.0,0.0,0.0,908.423608,0.0,0.0,0.0,0.125,1,0,1500.0,146.074769,179.412493,0.0,8,0.0,113.552951,0.0,0.6052122638241172,0.5395386109260493,1,0,1,Active Purchasers
67,1576.305029,1.0,0.0,0.0,0.0,382.908547,0.0,0.0,0.0,0.416667,6,0,2500.0,540.022225,352.883804,0.0,12,0.0,31.909045583333334,0.0,0.15310217792882846,0.6302699036385446,1,0,1,Active Purchasers
68,3990.523579,1.0,263.5,190.6,72.9,0.0,0.666667,0.083333,0.583333,0.0,0,8,6000.0,6876.836205,1001.607366,0.083333,12,21.958333333333332,0.0,0.043909348441926344,0.0,0.6649764337610399,0,0,0,Inactive Users
69,1699.435486,1.0,1363.69,1363.69,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,1700.0,1623.816348,923.505868,0.0,12,113.64083333333333,0.0,0.8016990005878895,0.0,0.9990802386831277,1,0,1,Active Purchasers
70,4942.9272155,1.0,419.1,0.0,419.1,625.399386,0.916667,0.0,0.833333,0.333333,4,11,6250.0,1288.214909,2180.881868,0.0,12,34.925000000000004,52.1166155,0.06704527275635899,0.10004789409694449,0.7907418357862742,0,0,0,Inactive Users
71,2990.422186,0.909091,4523.27,1664.09,2859.18,27296.48576,0.666667,0.5,0.583333,0.833333,27,33,7000.0,28232.69446,1107.030803,0.454545,12,376.9391666666667,2274.7071466666666,0.646089130124268,3.8989409741465506,0.427142149121554,3,2,3,High Value Customers
72,656.01301,1.0,0.0,0.0,0.0,1474.349901,0.0,0.0,0.0,0.125,3,0,7000.0,910.457985,140.983193,0.25,8,0.0,184.293737625,0.0,0.2105913299528639,0.09370275817740323,1,2,1,Active Purchasers
73,1808.972419,1.0,713.9,503.08,210.82,0.0,0.5,0.1,0.4,0.0,0,8,2250.0,889.017418,622.757696,0.0,10,71.39,0.0,0.3171479342514438,0.0,0.8036305726343846,1,0,1,Active Purchasers
74,532.334517,0.909091,791.94,516.64,275.3,0.0,0.272727,0.090909,0.181818,0.0,0,7,6000.0,1305.177304,175.510344,0.0,11,71.99454545454546,0.0,0.1319680053324446,0.0,0.0887076348941843,1,0,1,Active Purchasers
75,4942.9272155,1.0,561.87,249.5,312.37,0.0,0.833333,0.166667,0.75,0.0,0,14,6000.0,1990.044998,2161.428274,0.0,12,46.8225,0.0,0.09362939510081653,0.0,0.8236839219296783,0,0,0,Inactive Users
76,1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0,17,11000.0,2959.920544,623.656993,0.0,12,50.509166666666665,0.0,0.05509590037269339,0.0,0.15704376411235343,0,1,0,Inactive Users
77,578.809679,1.0,320.0,0.0,320.0,0.0,0.75,0.0,0.666667,0.0,0,8,1500.0,1438.910569,190.186542,0.0,12,26.666666666666668,0.0,0.21319120586275817,0.0,0.38561604197201865,0,0,0,Inactive Users
78,1205.716678,1.0,0.0,0.0,0.0,38.325801,0.0,0.0,0.0,0.083333,1,0,1200.0,29.278671,8242.687678,0.0,12,0.0,3.19381675,0.0,0.031911574521232305,1.003927292256453,1,0,1,Active Purchasers
79,4942.9272155,1.0,388.66,388.66,0.0,4621.93458,0.583333,0.583333,0.0,0.416667,7,7,7000.0,1624.583114,2503.40234,0.0,12,32.388333333333335,385.161215,0.05551492643908013,0.6601820568490215,0.7060315977003285,3,0,3,High Value Customers
80,17.357563,0.909091,244.85,40.21,204.64,0.0,0.666667,0.166667,0.583333,0.0,0,13,5000.0,357.802082,121.523416,0.181818,12,20.404166666666665,0.0,0.04896020795840832,0.0,0.0034708184363127373,0,0,0,Inactive Users
81,81.584711,0.272727,0.0,0.0,0.0,2985.300006,0.0,0.0,0.0,0.166667,5,0,9500.0,116.569033,164.692136,0.0,12,0.0,248.7750005,0.0,0.3142090312598674,0.008586960425218398,1,2,1,Active Purchasers
82,3.78631,0.636364,133.05,28.2,104.85,0.0,0.416667,0.166667,0.25,0.0,0,5,12000.0,210.053432,99.533735,0.444444,12,11.0875,0.0,0.01108657611865678,0.0,0.0003154995417048579,1,0,1,Active Purchasers
83,42.46443,0.545455,396.0,0.0,396.0,0.0,0.5,0.0,0.416667,0.0,0,12,1200.0,725.606194,140.809454,1.0,12,33.0,0.0,0.32972522897585343,0.0,0.03535756036636137,0,0,0,Inactive Users
84,1935.362486,1.0,4915.6,4515.34,400.26,293.844792,1.0,1.0,0.333333,0.083333,1,50,9000.0,4921.066897,594.756686,0.0,12,409.6333333333334,24.487066,0.5461170981002111,0.032645794022886344,0.21501638551272081,0,1,0,Inactive Users
85,134.917202,1.0,1247.8,1247.8,0.0,0.0,1.0,1.0,0.0,0.0,0,22,16500.0,1275.229436,171.357189,1.0,12,103.98333333333333,0.0,0.07561965941458093,0.0,0.008176304587600752,0,1,0,Inactive Users
86,4942.9272155,1.0,1603.78,1445.14,158.64,5626.004046,1.0,0.833333,1.0,0.75,23,23,11000.0,4589.873897,1876.262988,0.0,12,133.64833333333334,468.8336705,0.14578492864285064,0.5114084215980366,0.4493161726661212,3,2,3,High Value Customers
87,4942.9272155,1.0,2258.01,1318.78,939.23,5251.228934,1.0,0.75,1.0,0.75,21,60,13500.0,3021.575846,2074.581541,0.0,12,188.16750000000002,437.6024111666666,0.16724761128805277,0.3889511098437153,0.3661156370268869,3,2,3,High Value Customers
88,4037.305658,1.0,45.0,45.0,0.0,104.238064,0.083333,0.083333,0.0,0.083333,1,1,4500.0,1073.844885,968.941265,0.0,12,3.75,8.686505333333333,0.009997778271495223,0.023158867807153965,0.8969797062874917,1,2,1,Active Purchasers
89,4942.9272155,1.0,0.0,0.0,0.0,2717.253917,0.0,0.0,0.0,0.416667,14,0,6500.0,1502.205631,2864.380327,0.0,12,0.0,226.43782641666667,0.0,0.4179747603445624,0.7603333664820796,3,2,3,High Value Customers
90,4942.9272155,1.0,5100.07,1147.83,3952.24,370.737197,1.0,0.25,0.916667,0.083333,1,46,9000.0,6409.496345,9827.045323,0.0,12,425.0058333333333,30.894766416666666,0.5666114876124875,0.041188445394956114,0.5491531180424397,2,1,2,Cash Advance Users
91,1977.00709,1.0,1032.04,226.9,805.14,4335.919227,0.909091,0.090909,0.818182,0.545455,21,17,4000.0,3056.424974,910.707525,0.090909,11,93.82181818181817,394.1744751818182,0.25794551362159457,1.0837088795301175,0.49412824043989007,3,2,3,High Value Customers
92,1321.47608,1.0,45.65,45.65,0.0,495.657934,0.083333,0.083333,0.0,0.083333,1,1,1800.0,440.840439,312.560636,0.0,12,3.8041666666666667,41.304827833333334,0.0253470294280955,0.2752126229872293,0.7337457412548584,1,0,1,Active Purchasers
93,1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,2400.0,0.0,312.343947,0.0,12,33.800000000000004,0.0,0.1689296126613911,0.0,0.5446554939608496,1,0,1,Active Purchasers
94,2329.485768,1.0,213.34,213.34,0.0,0.0,0.25,0.25,0.0,0.0,0,3,2400.0,0.0,312.343947,0.0,12,17.778333333333332,0.0,0.08885464389837568,0.0,0.9702148138275718,1,0,1,Active Purchasers
95,1139.782882,1.0,0.0,0.0,0.0,120.612912,0.0,0.0,0.0,0.083333,1,0,1200.0,151.823651,2906.110765,0.0,12,0.0,10.051076,0.0,0.1004270707743547,0.9490282114904246,1,0,1,Active Purchasers
96,1619.955708,1.0,739.44,739.44,0.0,0.0,0.666667,0.666667,0.0,0.0,0,11,6000.0,417.128532,389.138517,0.0,12,61.620000000000005,0.0,0.12321946342276288,0.0,0.2699476267288785,1,1,1,Active Purchasers
97,3505.671311,1.0,0.0,0.0,0.0,1713.984305,0.0,0.0,0.0,0.5,6,0,4000.0,0.0,312.343947,0.0,12,0.0,142.83202541666665,0.0,0.4283889790052487,0.8761987780554862,1,2,1,Active Purchasers
98,4.708041,0.363636,79.0,0.0,79.0,0.0,0.25,0.0,0.166667,0.0,0,3,7000.0,217.820198,121.781205,1.0,12,6.583333333333333,0.0,0.011284102271104128,0.0,0.0006724812169690043,1,0,1,Active Purchasers
99,0.0,0.0,0.0,0.0,0.0,89.849004,0.0,0.0,0.0,0.142857,1,0,3000.0,138.021428,312.343947,0.0,7,0.0,12.835571999999999,0.0,0.029939688103965342,0.0,1,0,1,Active Purchasers
100,4.875885,0.666667,20.0,20.0,0.0,0.0,0.111111,0.111111,0.0,0.0,0,1,1500.0,26.487919,60.913577,0.0,9,2.2222222222222223,0.0,0.013324450366422385,0.0,0.0032484243837441707,1,0,1,Active Purchasers
101,23.394411,0.272727,1346.28,0.0,1346.28,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,712.149153,54.79166,0.0,12,112.19,0.0,0.6728035982008995,0.0,0.011691359820089956,0,0,0,Inactive Users
102,3539.801912,1.0,2823.8,1540.41,1283.39,0.0,0.916667,0.916667,0.833333,0.0,0,75,5700.0,9172.788366,2103.796148,0.083333,12,235.3166666666667,0.0,0.495316611120856,0.0,0.6209089479038765,0,1,0,Inactive Users
103,0.62424,0.090909,389.96,0.0,389.96,0.0,1.0,0.0,1.0,0.0,0,31,4500.0,0.0,312.343947,0.0,12,32.49666666666666,0.0,0.08663852477227282,0.0,0.00013868918018218173,0,0,0,Inactive Users
104,862.07238,1.0,0.0,0.0,0.0,920.309805,0.0,0.0,0.0,0.083333,1,0,4000.0,2236.890255,214.828158,0.083333,12,0.0,76.69248375,0.0,0.23001994626343414,0.2154642289427643,1,0,1,Active Purchasers
105,2441.542991,1.0,808.0,808.0,0.0,959.857263,0.25,0.25,0.0,0.333333,6,4,4000.0,532.741699,1026.976,0.0,12,67.33333333333333,79.98810525,0.20194951262184455,0.23990433966508373,0.6102331894526368,1,0,1,Active Purchasers
106,408.656365,1.0,941.64,0.0,941.64,0.0,1.0,0.0,1.0,0.0,0,12,2500.0,1097.78942,176.610605,0.083333,12,78.47,0.0,0.3765053978408637,0.0,0.16339718712514995,0,0,0,Inactive Users
107,4942.9272155,1.0,0.0,0.0,0.0,5439.467563,0.0,0.0,0.0,0.583333,40,0,8000.0,1241.538024,1439.230899,0.0,12,0.0,453.2889635833333,0.0,0.6798484643169604,0.6177886783527059,3,2,3,High Value Customers
